中国港澳,#genre#
CCTV-女性时尚,http://xuys.top:8888/udp/225.1.2.172:5002$天津联通 组播
CCTV-世界地理,http://xuys.top:8888/udp/225.1.2.171:5002$天津联通 组播
CCTV-央视台球,http://xuys.top:8888/udp/225.1.2.170:5002$天津联通 组播
CCTV-央视文化精品,http://xuys.top:8888/udp/225.1.2.177:5002$天津联通 组播
CCTV-央视文化精品,http://xuys.top:8888/udp/225.1.1.27:5002$天津联通 组播
CCTV-老故事,http://xuys.top:8888/udp/225.1.1.188:5002$天津联通 组播
CCTV-中学生,http://xuys.top:8888/udp/225.1.1.193:5002$天津联通 组播
中国天气,http://xuys.top:8888/udp/225.1.2.119:5002$天津联通 组播
CGTN Documentary,http://xuys.top:8888/udp/225.1.1.55:5002$天津联通 组播
CHC动作电影,http://xuys.top:8888/udp/225.1.1.221:5002$天津联通 组播
CHC动作电影,http://xuys.top:8888/udp/225.1.1.215:5002$天津联通 组播
CHC影迷电影,http://xuys.top:8888/udp/225.1.1.214:5002$天津联通 组播
CHC家庭影院,http://xuys.top:8888/udp/225.1.1.220:5002$天津联通 组播
CHC家庭影院,http://xuys.top:8888/udp/225.1.1.213:5002$天津联通 组播
环球奇观,http://xuys.top:8888/udp/225.1.1.197:5002$天津联通 组播
书画频道,http://xuys.top:8888/udp/225.1.2.22:5002$天津联通 组播
早期教育,http://xuys.top:8888/udp/225.1.2.207:5002$天津联通 组播

CCTV-1,http://wsd.saj-web.top:4000/udp/225.1.1.12:5002$天津联通 组播
CCTV-1,http://wsd.saj-web.top:4000/udp/225.1.1.120:5002$天津联通 组播
CCTV-2,http://wsd.saj-web.top:4000/udp/225.1.1.13:5002$天津联通 组播
CCTV-2,http://wsd.saj-web.top:4000/udp/225.1.1.133:5002$天津联通 组播
CCTV-3,http://wsd.saj-web.top:4000/udp/225.1.1.14:5002$天津联通 组播
CCTV-3,http://wsd.saj-web.top:4000/udp/225.1.1.158:5002$天津联通 组播
CCTV-4,http://wsd.saj-web.top:4000/udp/225.1.1.15:5002$天津联通 组播
CCTV-4,http://wsd.saj-web.top:4000/udp/225.1.1.150:5002$天津联通 组播
CCTV-5,http://wsd.saj-web.top:4000/udp/225.1.1.16:5002$天津联通 组播
CCTV-5+,http://wsd.saj-web.top:4000/udp/225.1.1.121:5002$天津联通 组播
CCTV-5,http://wsd.saj-web.top:4000/udp/225.1.1.160:5002$天津联通 组播
CCTV-6,http://wsd.saj-web.top:4000/udp/225.1.1.17:5002$天津联通 组播
CCTV-6,http://wsd.saj-web.top:4000/udp/225.1.1.195:5002$天津联通 组播
CCTV-7,http://wsd.saj-web.top:4000/udp/225.1.1.18:5002$天津联通 组播
CCTV-7,http://wsd.saj-web.top:4000/udp/225.1.1.138:5002$天津联通 组播
CCTV-8,http://wsd.saj-web.top:4000/udp/225.1.1.19:5002$天津联通 组播
CCTV-8,http://wsd.saj-web.top:4000/udp/225.1.1.196:5002$天津联通 组播
CCTV-9,http://wsd.saj-web.top:4000/udp/225.1.1.20:5002$天津联通 组播
CCTV-9,http://wsd.saj-web.top:4000/udp/225.1.1.119:5002$天津联通 组播
CCTV-10,http://wsd.saj-web.top:4000/udp/225.1.1.21:5002$天津联通 组播
CCTV-10,http://wsd.saj-web.top:4000/udp/225.1.1.140:5002$天津联通 组播
CCTV-11,http://wsd.saj-web.top:4000/udp/225.1.1.22:5002$天津联通 组播
CCTV-11,http://wsd.saj-web.top:4000/udp/225.1.2.192:5002$天津联通 组播
CCTV-12,http://wsd.saj-web.top:4000/udp/225.1.1.23:5002$天津联通 组播
CCTV-12,http://wsd.saj-web.top:4000/udp/225.1.1.142:5002$天津联通 组播
CCTV-13,http://wsd.saj-web.top:4000/udp/225.1.1.24:5002$天津联通 组播
CCTV-13,http://wsd.saj-web.top:4000/udp/225.1.2.193:5002$天津联通 组播
CCTV-14,http://wsd.saj-web.top:4000/udp/225.1.1.25:5002$天津联通 组播
CCTV-14,http://wsd.saj-web.top:4000/udp/225.1.1.144:5002$天津联通 组播
CCTV-15,http://wsd.saj-web.top:4000/udp/225.1.1.26:5002$天津联通 组播
CCTV-15,http://wsd.saj-web.top:4000/udp/225.1.2.194:5002$天津联通 组播
CCTV-16,http://wsd.saj-web.top:4000/udp/225.1.2.237:5002$天津联通 组播
CCTV-17,http://wsd.saj-web.top:4000/udp/225.1.2.52:5002$天津联通 组播
CCTV-兵器科技,http://wsd.saj-web.top:4000/udp/225.1.2.166:5002$天津联通 组播
CCTV-第一剧场,http://wsd.saj-web.top:4000/udp/225.1.2.175:5002$天津联通 组播
CCTV-电视指南,http://wsd.saj-web.top:4000/udp/225.1.2.167:5002$天津联通 组播
CCTV-发现之旅,http://wsd.saj-web.top:4000/udp/225.1.1.183:5002$天津联通 组播
CCTV-风云剧场,http://wsd.saj-web.top:4000/udp/225.1.2.174:5002$天津联通 组播
CCTV-风云音乐,http://wsd.saj-web.top:4000/udp/225.1.2.176:5002$天津联通 组播
CCTV-风云足球,http://wsd.saj-web.top:4000/udp/225.1.2.168:5002$天津联通 组播
CCTV-高尔夫网球,http://wsd.saj-web.top:4000/udp/225.1.2.169:5002$天津联通 组播
CCTV-怀旧剧场,http://wsd.saj-web.top:4000/udp/225.1.2.173:5002$天津联通 组播
CCTV-女性时尚,http://wsd.saj-web.top:4000/udp/225.1.2.172:5002$天津联通 组播
CCTV-世界地理,http://wsd.saj-web.top:4000/udp/225.1.2.171:5002$天津联通 组播
CCTV-央视台球,http://wsd.saj-web.top:4000/udp/225.1.2.170:5002$天津联通 组播
CCTV-央视文化精品,http://wsd.saj-web.top:4000/udp/225.1.2.177:5002$天津联通 组播
CGTN,http://wsd.saj-web.top:4000/udp/225.1.1.27:5002$天津联通 组播
CGTN Documentary,http://wsd.saj-web.top:4000/udp/225.1.1.55:5002$天津联通 组播
CHC动作电影,http://wsd.saj-web.top:4000/udp/225.1.1.221:5002$天津联通 组播
CHC动作电影,http://wsd.saj-web.top:4000/udp/225.1.1.215:5002$天津联通 组播
CHC影迷电影,http://wsd.saj-web.top:4000/udp/225.1.1.214:5002$天津联通 组播
CHC家庭影院,http://wsd.saj-web.top:4000/udp/225.1.1.220:5002$天津联通 组播
CHC家庭影院,http://wsd.saj-web.top:4000/udp/225.1.1.213:5002$天津联通 组播
环球奇观,http://wsd.saj-web.top:4000/udp/225.1.1.197:5002$天津联通 组播
书画频道,http://wsd.saj-web.top:4000/udp/225.1.2.22:5002$天津联通 组播
早期教育,http://wsd.saj-web.top:4000/udp/225.1.2.207:5002$天津联通 组播
中国天气,http://wsd.saj-web.top:4000/udp/225.1.2.119:5002$天津联通 组播
CCTV-老故事,http://wsd.saj-web.top:4000/udp/225.1.1.188:5002$天津联通 组播
CCTV-中学生,http://wsd.saj-web.top:4000/udp/225.1.1.193:5002$天津联通 组播

广西卫视,http://xuys.top:8888/udp/225.1.2.81:5002$天津联通 组播
贵州卫视,http://xuys.top:8888/udp/225.1.1.63:5002$天津联通 组播
贵州卫视,http://xuys.top:8888/udp/225.1.2.28:5002$天津联通 组播
辽宁卫视,http://xuys.top:8888/udp/225.1.1.40:5002$天津联通 组播
辽宁卫视,http://xuys.top:8888/udp/225.1.1.154:5002$天津联通 组播
内蒙古卫视,http://xuys.top:8888/udp/225.1.1.32:5002$天津联通 组播
宁夏卫视,http://xuys.top:8888/udp/225.1.1.56:5002$天津联通 组播
青海卫视,http://xuys.top:8888/udp/225.1.1.54:5002$天津联通 组播
三沙卫视,http://xuys.top:8888/udp/225.1.1.182:5002$天津联通 组播
三沙卫视,http://xuys.top:8888/udp/225.1.2.181:5002$天津联通 组播
山西卫视,http://xuys.top:8888/udp/225.1.1.50:5002$天津联通 组播
陕西卫视,http://xuys.top:8888/udp/225.1.1.41:5002$天津联通 组播
东方卫视,http://xuys.top:8888/udp/225.1.2.31:5002$天津联通 组播
东方卫视,http://xuys.top:8888/udp/225.1.1.45:5002$天津联通 组播
深圳卫视,http://xuys.top:8888/udp/225.1.1.43:5002$天津联通 组播
深圳卫视,http://xuys.top:8888/udp/225.1.1.117:5002$天津联通 组播
四川卫视,http://xuys.top:8888/udp/225.1.1.37:5002$天津联通 组播
四川卫视,http://xuys.top:8888/udp/225.1.1.123:5002$天津联通 组播
吉林卫视,http://xuys.top:8888/udp/225.1.1.44:5002$天津联通 组播
吉林卫视,http://xuys.top:8888/udp/225.1.2.26:5002$天津联通 组播
江苏卫视,http://xuys.top:8888/udp/225.1.1.52:5002$天津联通 组播
江苏卫视,http://xuys.top:8888/udp/225.1.1.126:5002$天津联通 组播
江西卫视,http://xuys.top:8888/udp/225.1.1.39:5002$天津联通 组播
江西卫视,http://xuys.top:8888/udp/225.1.2.29:5002$天津联通 组播
重庆卫视,http://xuys.top:8888/udp/225.1.1.60:5002$天津联通 组播
重庆卫视,http://xuys.top:8888/udp/225.1.1.155:5002$天津联通 组播
浙江卫视,http://xuys.top:8888/udp/225.1.1.33:5002$天津联通 组播
浙江卫视,http://xuys.top:8888/udp/225.1.1.112:5002$天津联通 组播
云南卫视,http://xuys.top:8888/udp/225.1.1.61:5002$天津联通 组播
新疆卫视,http://xuys.top:8888/udp/225.1.1.35:5002$天津联通 组播
西藏卫视,http://xuys.top:8888/udp/225.1.1.51:5002$天津联通 组播
天津卫视,http://xuys.top:8888/udp/225.1.1.1:5002$天津联通 组播
天津卫视,http://xuys.top:8888/udp/225.1.1.111:5002$天津联通 组播
河南卫视,http://xuys.top:8888/udp/225.1.1.53:5002$天津联通 组播
河南卫视,http://xuys.top:8888/udp/225.1.2.61:5002$天津联通 组播
黑龙江卫视,http://xuys.top:8888/udp/225.1.1.28:5002$天津联通 组播
黑龙江卫视,http://xuys.top:8888/udp/225.1.1.115:5002$天津联通 组播
湖北卫视,http://xuys.top:8888/udp/225.1.1.36:5002$天津联通 组播
湖北卫视,http://xuys.top:8888/udp/225.1.1.147:5002$天津联通 组播
湖南卫视,http://xuys.top:8888/udp/225.1.1.34:5002$天津联通 组播
湖南卫视,http://xuys.top:8888/udp/225.1.1.114:5002$天津联通 组播
海南卫视,http://xuys.top:8888/udp/225.1.1.31:5002$天津联通 组播
海南卫视,http://xuys.top:8888/udp/225.1.2.82:5002$天津联通 组播
河北卫视,http://xuys.top:8888/udp/225.1.1.49:5002$天津联通 组播
河北卫视,http://xuys.top:8888/udp/225.1.2.27:5002$天津联通 组播
安徽卫视,http://xuys.top:8888/udp/225.1.1.42:5002$天津联通 组播
安徽卫视,http://xuys.top:8888/udp/225.1.1.127:5002$天津联通 组播
北京卫视,http://xuys.top:8888/udp/225.1.1.47:5002$天津联通 组播
北京卫视,http://xuys.top:8888/udp/225.1.1.113:5002$天津联通 组播
兵团卫视,http://xuys.top:8888/udp/225.1.1.57:5002$天津联通 组播
甘肃卫视,http://xuys.top:8888/udp/225.1.1.30:5002$天津联通 组播
广东卫视,http://xuys.top:8888/udp/225.1.1.29:5002$天津联通 组播
广东卫视,http://xuys.top:8888/udp/225.1.1.116:5002$天津联通 组播
山东教育卫视,http://xuys.top:8888/udp/225.1.2.118:5002$天津联通 组播

西藏卫视,http://wsd.saj-web.top:4000/udp/225.1.1.51:5002$天津联通 组播
新疆卫视,http://wsd.saj-web.top:4000/udp/225.1.1.35:5002$天津联通 组播
云南卫视,http://wsd.saj-web.top:4000/udp/225.1.1.61:5002$天津联通 组播
浙江卫视,http://wsd.saj-web.top:4000/udp/225.1.1.33:5002$天津联通 组播
浙江卫视,http://wsd.saj-web.top:4000/udp/225.1.1.112:5002$天津联通 组播
重庆卫视,http://wsd.saj-web.top:4000/udp/225.1.1.60:5002$天津联通 组播
重庆卫视,http://wsd.saj-web.top:4000/udp/225.1.1.155:5002$天津联通 组播
安徽卫视,http://wsd.saj-web.top:4000/udp/225.1.1.42:5002$天津联通 组播
安徽卫视,http://wsd.saj-web.top:4000/udp/225.1.1.127:5002$天津联通 组播
北京卫视,http://wsd.saj-web.top:4000/udp/225.1.1.47:5002$天津联通 组播
北京卫视,http://wsd.saj-web.top:4000/udp/225.1.1.113:5002$天津联通 组播
兵团卫视,http://wsd.saj-web.top:4000/udp/225.1.1.57:5002$天津联通 组播
东方卫视,http://wsd.saj-web.top:4000/udp/225.1.1.45:5002$天津联通 组播
东方卫视,http://wsd.saj-web.top:4000/udp/225.1.2.31:5002$天津联通 组播
青海卫视,http://wsd.saj-web.top:4000/udp/225.1.1.54:5002$天津联通 组播
三沙卫视,http://wsd.saj-web.top:4000/udp/225.1.2.181:5002$天津联通 组播
三沙卫视,http://wsd.saj-web.top:4000/udp/225.1.1.182:5002$天津联通 组播
山东教育卫视,http://wsd.saj-web.top:4000/udp/225.1.2.118:5002$天津联通 组播
山西卫视,http://wsd.saj-web.top:4000/udp/225.1.1.50:5002$天津联通 组播
陕西卫视,http://wsd.saj-web.top:4000/udp/225.1.1.41:5002$天津联通 组播
深圳卫视,http://wsd.saj-web.top:4000/udp/225.1.1.43:5002$天津联通 组播
深圳卫视,http://wsd.saj-web.top:4000/udp/225.1.1.117:5002$天津联通 组播
四川卫视,http://wsd.saj-web.top:4000/udp/225.1.1.37:5002$天津联通 组播
四川卫视,http://wsd.saj-web.top:4000/udp/225.1.1.123:5002$天津联通 组播
天津卫视,http://wsd.saj-web.top:4000/udp/225.1.1.1:5002$天津联通 组播
天津卫视,http://wsd.saj-web.top:4000/udp/225.1.1.111:5002$天津联通 组播
甘肃卫视,http://wsd.saj-web.top:4000/udp/225.1.1.30:5002$天津联通 组播
广东卫视,http://wsd.saj-web.top:4000/udp/225.1.1.29:5002$天津联通 组播
广东卫视,http://wsd.saj-web.top:4000/udp/225.1.1.116:5002$天津联通 组播
广西卫视,http://wsd.saj-web.top:4000/udp/225.1.2.81:5002$天津联通 组播
贵州卫视,http://wsd.saj-web.top:4000/udp/225.1.1.63:5002$天津联通 组播
贵州卫视,http://wsd.saj-web.top:4000/udp/225.1.2.28:5002$天津联通 组播
海南卫视,http://wsd.saj-web.top:4000/udp/225.1.1.31:5002$天津联通 组播
海南卫视,http://wsd.saj-web.top:4000/udp/225.1.2.82:5002$天津联通 组播
河南卫视,http://wsd.saj-web.top:4000/udp/225.1.1.53:5002$天津联通 组播
河南卫视,http://wsd.saj-web.top:4000/udp/225.1.2.61:5002$天津联通 组播
河北卫视,http://wsd.saj-web.top:4000/udp/225.1.1.49:5002$天津联通 组播
河北卫视,http://wsd.saj-web.top:4000/udp/225.1.2.27:5002$天津联通 组播
黑龙江卫视,http://wsd.saj-web.top:4000/udp/225.1.1.28:5002$天津联通 组播
黑龙江卫视,http://wsd.saj-web.top:4000/udp/225.1.1.115:5002$天津联通 组播
湖北卫视,http://wsd.saj-web.top:4000/udp/225.1.1.36:5002$天津联通 组播
湖北卫视,http://wsd.saj-web.top:4000/udp/225.1.1.147:5002$天津联通 组播
湖南卫视,http://wsd.saj-web.top:4000/udp/225.1.1.34:5002$天津联通 组播
湖南卫视,http://wsd.saj-web.top:4000/udp/225.1.1.114:5002$天津联通 组播
吉林卫视,http://wsd.saj-web.top:4000/udp/225.1.1.44:5002$天津联通 组播
吉林卫视,http://wsd.saj-web.top:4000/udp/225.1.2.26:5002$天津联通 组播
江苏卫视,http://wsd.saj-web.top:4000/udp/225.1.1.52:5002$天津联通 组播
江苏卫视,http://wsd.saj-web.top:4000/udp/225.1.1.126:5002$天津联通 组播
江西卫视,http://wsd.saj-web.top:4000/udp/225.1.1.39:5002$天津联通 组播
江西卫视,http://wsd.saj-web.top:4000/udp/225.1.2.29:5002$天津联通 组播
辽宁卫视,http://wsd.saj-web.top:4000/udp/225.1.1.40:5002$天津联通 组播
辽宁卫视,http://wsd.saj-web.top:4000/udp/225.1.1.154:5002$天津联通 组播
内蒙古卫视,http://wsd.saj-web.top:4000/udp/225.1.1.32:5002$天津联通 组播
宁夏卫视,http://wsd.saj-web.top:4000/udp/225.1.1.56:5002$天津联通 组播

北京长城8M,#genre#
CCTV1综合,http://124.205.11.242:91/live/CCTV1hd-8M/live.m3u8
CCTV2财经,http://124.205.11.242:91/live/CCTV2hd-8M/live.m3u8
CCTV3综艺,http://124.205.11.242:91/live/CCTV3hd-8M/live.m3u8
CCTV4中文国际,http://124.205.11.242:91/live/CCTV4hd-8M/live.m3u8
CCTV5体育,http://124.205.11.242:91/live/CCTV5hd-8M/live.m3u8
CCTV5+体育赛事,http://124.205.11.242:91/live/CCTV5+hd-8M/live.m3u8
CCTV6电影,http://124.205.11.242:91/live/CCTV6hd-8M/live.m3u8
CCTV7国防军事,http://124.205.11.242:91/live/CCTV7hd-8M/live.m3u8
CCTV8电视剧,http://124.205.11.242:91/live/CCTV8hd-8M/live.m3u8
CCTV9纪录,http://124.205.11.242:91/live/CCTV9hd-8M/live.m3u8
CCTV10科教,http://124.205.11.242:91/live/CCTV10hd-8M/live.m3u8
CCTV11戏曲,http://124.205.11.242:91/live/CCTV11hd-8M/live.m3u8
CCTV12社会与法,http://124.205.11.242:91/live/CCTV12hd-8M/live.m3u8
CCTV13新闻,http://124.205.11.242:91/live/CCTV13hd-8M/live.m3u8
CCTV14少儿,http://124.205.11.242:91/live/CCTV14hd-8M/live.m3u8
CCTV15音乐,http://124.205.11.242:91/live/CCTV15hd-8M/live.m3u8
CCTV16奥林匹克,http://124.205.11.242:91/live/CCTV16hd-8M/live.m3u8
CCTV17农业农村,http://124.205.11.242:91/live/CCTV17hd-8M/live.m3u8
北京卫视,http://124.205.11.242:91/live/BJWShd-8M/live.m3u8
天津卫视,http://124.205.11.242:91/live/TJWShd-8M/live.m3u8
河北卫视,http://124.205.11.242:91/live/HeBWShd-8M/live.m3u8
山西卫视,http://124.205.11.242:91/live/SXWS1-1500k/live.m3u8
内蒙古卫视,http://124.205.11.242:91/live/NMGWS-1500k/live.m3u8
辽宁卫视,http://124.205.11.242:91/live/LNWShd-8M/live.m3u8
吉林卫视,http://124.205.11.242:91/live/JLWShd-8M/live.m3u8
黑龙江卫视,http://124.205.11.242:91/live/HLJWShd-8M/live.m3u8
东方卫视,http://124.205.11.242:91/live/DFWShd-8M/live.m3u8
江苏卫视,http://124.205.11.242:91/live/JSWShd-8M/live.m3u8
浙江卫视,http://124.205.11.242:91/live/ZJWShd-8M/live.m3u8
安徽卫视,http://124.205.11.242:91/live/AHWShd-8M/live.m3u8
东南卫视,http://124.205.11.242:91/live/DNWShd-8M/live.m3u8
江西卫视,http://124.205.11.242:91/live/JXWShd-8M/live.m3u8
山东卫视,http://124.205.11.242:91/live/SDWShd-8M/live.m3u8
河南卫视,http://124.205.11.242:91/live/HeNWS-1500k/live.m3u8
湖北卫视,http://124.205.11.242:91/live/HuBWShd-8M/live.m3u8
湖南卫视,http://124.205.11.242:91/live/HuNWShd-8M/live.m3u8
广东卫视,http://124.205.11.242:91/live/GDWShd-8M/live.m3u8
广西卫视,http://124.205.11.242:91/live/GXWS-1500k/live.m3u8
海南卫视,http://124.205.11.242:91/live/LYWS-1500k/live.m3u8
重庆卫视,http://124.205.11.242:91/live/CQWShd-8M/live.m3u8
四川卫视,http://124.205.11.242:91/live/SCWS-1500k/live.m3u8
贵州卫视,http://124.205.11.242:91/live/GZWShd-8M/live.m3u8
云南卫视,http://124.205.11.242:91/live/YNWS-1500k/live.m3u8
西藏卫视,http://124.205.11.242:91/live/XZWS-1500k/live.m3u8
陕西卫视,http://124.205.11.242:91/live/SXWS3-1500k/live.m3u8
甘肃卫视,http://124.205.11.242:91/live/GSWS-1500k/live.m3u8
青海卫视,http://124.205.11.242:91/live/QHWS-1500k/live.m3u8
宁夏卫视,http://124.205.11.242:91/live/NXWS-1500k/live.m3u8
新疆卫视,http://124.205.11.242:91/live/XJWS-1500k/live.m3u8
厦门卫视,http://124.205.11.242:91/live/XMWS-1500k/live.m3u8
大湾区卫视,http://124.205.11.242:91/live/NFWS-1500k/live.m3u8
深圳卫视,http://124.205.11.242:91/live/SZWShd-8M/live.m3u8
金鹰卡通,http://124.205.11.242:91/live/JYKT-1500k/live.m3u8
卡酷少儿,http://124.205.11.242:91/live/BTVKKhd-5M/live.m3u8
北京文艺,http://124.205.11.242:91/live/BTVWYhd-5M/live.m3u8
北京体育休闲,http://124.205.11.242:91/live/BTVTYhd-8M/live.m3u8
北京影视,http://124.205.11.242:91/live/BTVYShd-5M/live.m3u8
北京财经,http://124.205.11.242:91/live/BTVCJhd-5M/live.m3u8
北京生活,http://124.205.11.242:91/live/BTVSHhd-5M/live.m3u8
北京新闻,http://124.205.11.242:91/live/BTVXWhd-5M/live.m3u8
北京纪实科教,http://124.205.11.242:91/live/BTVKJ-1500k/live.m3u8
北京纪实科教,http://124.205.11.242:91/live/BTVKJhd-5M/live.m3u8
北京纪实科教,http://124.205.11.242:91/live/BTVKJhd-8M/live.m3u8
北京国际,http://124.205.11.242:91/live/BTVGJ-1500k/live.m3u8
河北组播电信,#genre#
CCTV-1,http://202.99.155.67:8888/udp/239.253.92.83:8012
CCTV-2,http://202.99.155.67:8888/udp/239.253.92.190:6065
CCTV-3,http://202.99.155.67:8888/udp/239.253.92.191:6057
CCTV-4,http://202.99.155.67:8888/udp/239.253.92.251:6141
CCTV-5,http://202.99.155.67:8888/udp/239.253.92.181:6046
CCTV-5+,http://202.99.155.67:8888/udp/239.253.92.82:8013
CCTV-6,http://202.99.155.67:8888/udp/239.253.92.193:6058
CCTV-7,http://202.99.155.67:8888/udp/239.253.92.194:6059
CCTV-8,http://202.99.155.67:8888/udp/239.253.92.195:6060
CCTV-9,http://202.99.155.67:8888/udp/239.253.92.107:6020
CCTV-10,http://202.99.155.67:8888/udp/239.253.92.196:6061
CCTV-11,http://202.99.155.67:8888/udp/239.253.93.153:6321
CCTV-12,http://202.99.155.67:8888/udp/239.253.92.197:6062
CCTV-13,http://202.99.155.67:8888/udp/239.253.92.13:8008
CCTV-14,http://202.99.155.67:8888/udp/239.253.92.198:6063
CCTV-15,http://202.99.155.67:8888/udp/239.253.93.154:6322
CCTV-17,http://202.99.155.67:8888/udp/239.253.93.150:6318
湖南卫视,http://202.99.155.67:8888/udp/239.253.92.84:8015
浙江卫视,http://202.99.155.67:8888/udp/239.253.92.90:8020
江苏卫视,http://202.99.155.67:8888/udp/239.253.92.88:8018
北京卫视,http://202.99.155.67:8888/udp/239.253.92.87:8014
东南卫视,http://202.99.155.67:8888/udp/239.253.92.201:6146
东方卫视,http://202.99.155.67:8888/udp/239.253.92.89:8019
天津卫视,http://202.99.155.67:8888/udp/239.253.92.91:8021
深圳卫视,http://202.99.155.67:8888/udp/239.253.92.86:8017
山东卫视,http://202.99.155.67:8888/udp/239.253.92.207:8109
广东卫视,http://202.99.155.67:8888/udp/239.253.92.206:8108
黑龙江卫视,http://202.99.155.67:8888/udp/239.253.92.85:8016
辽宁卫视,http://202.99.155.67:8888/udp/239.253.92.115:6056
安徽卫视,http://202.99.155.67:8888/udp/239.253.92.209:6566
湖北卫视,http://202.99.155.67:8888/udp/239.253.92.210:6567
四川卫视,http://202.99.155.67:8888/udp/239.253.92.16:6043
重庆卫视,http://202.99.155.67:8888/udp/239.253.92.10:6053
河南卫视,http://202.99.155.67:8888/udp/239.253.92.137:6144
金鹰纪实,http://202.99.155.67:8888/udp/239.253.92.103:6054
广西卫视,http://202.99.155.67:8888/udp/239.253.92.76:8043
纪实人文,http://202.99.155.67:8888/udp/239.253.92.99:6013
贵州卫视,http://202.99.155.67:8888/udp/239.253.92.105:6055
江西卫视,http://202.99.155.67:8888/udp/239.253.92.19:6145
吉林卫视,http://202.99.155.67:8888/udp/239.253.92.202:6147
海南卫视,http://202.99.155.67:8888/udp/239.253.93.155:6323
兵团卫视,http://202.99.155.67:8888/udp/239.253.93.176:6344
河北卫视,http://202.99.155.67:8888/udp/239.253.92.154:6011
河北经济生活,http://202.99.155.67:8888/udp/239.253.92.171:6001
河北都市,http://202.99.155.67:8888/udp/239.253.92.172:6002
河北影视剧,http://202.99.155.67:8888/udp/239.253.92.173:6003
河北少儿科教,http://202.99.155.67:8888/udp/239.253.92.174:6004
河北公共,http://202.99.155.67:8888/udp/239.253.92.175:6005
河北农民,http://202.99.155.67:8888/udp/239.253.92.176:6006
kaku 少儿,http://202.99.155.67:8888/udp/239.253.92.162:8054
金鹰卡通,http://202.99.155.67:8888/udp/239.253.92.163:8055
嘉佳卡通,http://202.99.155.67:8888/udp/239.253.93.203:6381
优漫卡通,http://202.99.155.67:8888/udp/239.253.93.204:6382
中国教育-1,http://202.99.155.67:8888/udp/239.253.92.211:6069
山东教育,http://202.99.155.67:8888/udp/239.253.92.106:6135
河北杂技频道,http://202.99.155.67:8888/udp/239.253.93.170:6338

CCTV-1,http://101.31.195.182:4000/udp/239.253.92.83:8012
CCTV-2,http://101.31.195.182:4000/udp/239.253.92.190:6065
CCTV-3,http://101.31.195.182:4000/udp/239.253.92.191:6057
CCTV-4,http://101.31.195.182:4000/udp/239.253.92.251:6141
CCTV-5,http://101.31.195.182:4000/udp/239.253.92.181:6046
CCTV-5+,http://101.31.195.182:4000/udp/239.253.92.82:8013
CCTV-6,http://101.31.195.182:4000/udp/239.253.92.193:6058
CCTV-7,http://101.31.195.182:4000/udp/239.253.92.194:6059
CCTV-8,http://101.31.195.182:4000/udp/239.253.92.195:6060
CCTV-9,http://101.31.195.182:4000/udp/239.253.92.107:6020
CCTV-10,http://101.31.195.182:4000/udp/239.253.92.196:6061
CCTV-11,http://101.31.195.182:4000/udp/239.253.93.153:6321
CCTV-12,http://101.31.195.182:4000/udp/239.253.92.197:6062
CCTV-13,http://101.31.195.182:4000/udp/239.253.92.13:8008
CCTV-14,http://101.31.195.182:4000/udp/239.253.92.198:6063
CCTV-15,http://101.31.195.182:4000/udp/239.253.93.154:6322
CCTV-17,http://101.31.195.182:4000/udp/239.253.93.150:6318
湖南卫视,http://101.31.195.182:4000/udp/239.253.92.84:8015
浙江卫视,http://101.31.195.182:4000/udp/239.253.92.90:8020
江苏卫视,http://101.31.195.182:4000/udp/239.253.92.88:8018
北京卫视,http://101.31.195.182:4000/udp/239.253.92.87:8014
东南卫视,http://101.31.195.182:4000/udp/239.253.92.201:6146
东方卫视,http://101.31.195.182:4000/udp/239.253.92.89:8019
天津卫视,http://101.31.195.182:4000/udp/239.253.92.91:8021
深圳卫视,http://101.31.195.182:4000/udp/239.253.92.86:8017
山东卫视,http://101.31.195.182:4000/udp/239.253.92.207:8109
广东卫视,http://101.31.195.182:4000/udp/239.253.92.206:8108
黑龙江卫视,http://101.31.195.182:4000/udp/239.253.92.85:8016
辽宁卫视,http://101.31.195.182:4000/udp/239.253.92.115:6056
安徽卫视,http://101.31.195.182:4000/udp/239.253.92.209:6566
湖北卫视,http://101.31.195.182:4000/udp/239.253.92.210:6567
四川卫视,http://101.31.195.182:4000/udp/239.253.92.16:6043
重庆卫视,http://101.31.195.182:4000/udp/239.253.92.10:6053
河南卫视,http://101.31.195.182:4000/udp/239.253.92.137:6144
金鹰纪实,http://101.31.195.182:4000/udp/239.253.92.103:6054
广西卫视,http://101.31.195.182:4000/udp/239.253.92.76:8043
纪实人文,http://101.31.195.182:4000/udp/239.253.92.99:6013
贵州卫视,http://101.31.195.182:4000/udp/239.253.92.105:6055
江西卫视,http://101.31.195.182:4000/udp/239.253.92.19:6145
吉林卫视,http://101.31.195.182:4000/udp/239.253.92.202:6147
海南卫视,http://101.31.195.182:4000/udp/239.253.93.155:6323
兵团卫视,http://101.31.195.182:4000/udp/239.253.93.176:6344
河北卫视,http://101.31.195.182:4000/udp/239.253.92.154:6011
河北经济生活,http://101.31.195.182:4000/udp/239.253.92.171:6001
河北都市,http://101.31.195.182:4000/udp/239.253.92.172:6002
河北影视剧,http://101.31.195.182:4000/udp/239.253.92.173:6003
河北少儿科教,http://101.31.195.182:4000/udp/239.253.92.174:6004
